regiao,estado,measure,semanaEpi,counts
Sudeste,RJ,casosNovos,6,123902
Sudeste,RJ,casosNovos,7,90184
Sudeste,RJ,casosNovos,8,67546
Sudeste,RJ,casosNovos,9,34810
Sudeste,RJ,casosNovos,10,50136
Sudeste,RJ,casosNovos,11,44576
Sudeste,RJ,casosNovos,12,40154
Sudeste,RJ,casosNovos,13,27928
Sudeste,RJ,casosNovos,14,31610
Sudeste,RJ,casosNovos,15,17706
Sudeste,RJ,casosNovos,16,29186
Sudeste,RJ,casosNovos,17,17258
Sudeste,RJ,casosNovos,18,19590
Sudeste,RJ,casosNovos,19,24134
Sudeste,RJ,casosNovos,20,12490
Sudeste,RJ,casosNovos,21,31278
Sudeste,RJ,casosNovos,22,47948
Sudeste,RJ,casosNovos,23,69850
Sudeste,RJ,casosNovos,24,62744
Sudeste,RJ,casosNovos,25,83348
Sudeste,RJ,casosNovos,26,78376
Sudeste,RJ,casosNovos,27,62208
Sudeste,RJ,casosNovos,28,50730
Sudeste,RJ,casosNovos,29,24612
Sudeste,RJ,casosNovos,52,56
Sudeste,RJ,obitosNovos,1,116
Sudeste,RJ,obitosNovos,2,98
Sudeste,RJ,obitosNovos,3,190
Sudeste,RJ,obitosNovos,4,350
Sudeste,RJ,obitosNovos,5,714
Sudeste,RJ,obitosNovos,6,1134
Sudeste,RJ,obitosNovos,7,1010
Sudeste,RJ,obitosNovos,8,890
Sudeste,RJ,obitosNovos,9,448
Sudeste,RJ,obitosNovos,10,466
Sudeste,RJ,obitosNovos,11,568
Sudeste,RJ,obitosNovos,12,372
Sudeste,RJ,obitosNovos,13,416
Sudeste,RJ,obitosNovos,14,362
Sudeste,RJ,obitosNovos,15,178
Sudeste,RJ,obitosNovos,16,158
Sudeste,RJ,obitosNovos,17,460
Sudeste,RJ,obitosNovos,18,212
Sudeste,RJ,obitosNovos,19,178
Sudeste,RJ,obitosNovos,20,188
Sudeste,RJ,obitosNovos,21,142
Sudeste,RJ,obitosNovos,22,66
Sudeste,RJ,obitosNovos,23,80
Sudeste,RJ,obitosNovos,24,174
Sudeste,RJ,obitosNovos,25,192
Sudeste,RJ,obitosNovos,26,208
Sudeste,RJ,obitosNovos,27,262
Sudeste,RJ,obitosNovos,28,346
Sudeste,RJ,obitosNovos,29,186
Sudeste,RJ,obitosNovos,52,10
Sudeste,SP,casosNovos,1,29288
Sudeste,SP,casosNovos,2,54064
Sudeste,SP,casosNovos,3,94160
Sudeste,SP,casosNovos,4,186270
Sudeste,SP,casosNovos,5,203586
Sudeste,SP,casosNovos,6,195408
Sudeste,SP,casosNovos,7,182980
Sudeste,SP,casosNovos,8,163204
Sudeste,SP,casosNovos,9,93290
Sudeste,SP,casosNovos,10,132202
Sudeste,SP,casosNovos,11,106742
Sudeste,SP,casosNovos,12,102694
Sudeste,SP,casosNovos,13,85516
Sudeste,SP,casosNovos,14,71596
Sudeste,SP,casosNovos,15,60980
Sudeste,SP,casosNovos,16,50794
Sudeste,SP,casosNovos,17,52978
Sudeste,SP,casosNovos,18,65974
Sudeste,SP,casosNovos,19,50546
Sudeste,SP,casosNovos,20,24048
Sudeste,SP,casosNovos,21,80278
Sudeste,SP,casosNovos,22,55916
Sudeste,SP,casosNovos,23,127100
Sudeste,SP,casosNovos,24,80376
Sudeste,SP,casosNovos,25,101542
Sudeste,SP,casosNovos,26,112020
Sudeste,SP,casosNovos,27,111512
Sudeste,SP,casosNovos,28,94004
Sudeste,SP,casosNovos,29,40520
Sudeste,SP,casosNovos,52,722
Sudeste,SP,obitosNovos,1,314
Sudeste,SP,obitosNovos,2,674
Sudeste,SP,obitosNovos,3,1206
Sudeste,SP,obitosNovos,4,3014
Sudeste,SP,obitosNovos,5,3438
Sudeste,SP,obitosNovos,6,3810
Sudeste,SP,obitosNovos,7,3386
Sudeste,SP,obitosNovos,8,2764
Sudeste,SP,obitosNovos,9,1518
Sudeste,SP,obitosNovos,10,1622
Sudeste,SP,obitosNovos,11,1130
Sudeste,SP,obitosNovos,12,912
Sudeste,SP,obitosNovos,13,752
Sudeste,SP,obitosNovos,14,446
Sudeste,SP,obitosNovos,15,282
Sudeste,SP,obitosNovos,16,306
Sudeste,SP,obitosNovos,17,446
Sudeste,SP,obitosNovos,18,232
Sudeste,SP,obitosNovos,19,660
Sudeste,SP,obitosNovos,20,390
Sudeste,SP,obitosNovos,21,698
Sudeste,SP,obitosNovos,22,404
Sudeste,SP,obitosNovos,23,842
Sudeste,SP,obitosNovos,24,632
Sudeste,SP,obitosNovos,25,896
Sudeste,SP,obitosNovos,26,910
Sudeste,SP,obitosNovos,27,1014
Sudeste,SP,obitosNovos,28,970
Sudeste,SP,obitosNovos,29,460
Sudeste,SP,obitosNovos,52,16
Sul,PR,casosNovos,1,54850
Sul,PR,casosNovos,2,134972
Sul,PR,casosNovos,3,220302
Sul,PR,casosNovos,4,275936
Sul,PR,casosNovos,5,276400
Sul,PR,casosNovos,6,213022
Sul,PR,casosNovos,7,163430
Sul,PR,casosNovos,8,113218
Sul,PR,casosNovos,9,59678
Sul,PR,casosNovos,10,50090
Sul,PR,casosNovos,11,32052
Sul,PR,casosNovos,12,22388
Sul,PR,casosNovos,13,20758
Sul,PR,casosNovos,14,18006
Sul,PR,casosNovos,15,15460
Sul,PR,casosNovos,16,16716
Sul,PR,casosNovos,17,25650
Sul,PR,casosNovos,18,30180
Sul,PR,casosNovos,19,37266
Sul,PR,casosNovos,20,42386
Sul,PR,casosNovos,21,21536
Sul,PR,casosNovos,22,54212
Sul,PR,casosNovos,23,43124
Sul,PR,casosNovos,24,33224
Sul,PR,casosNovos,25,44682
Sul,PR,casosNovos,26,45052
Sul,PR,casosNovos,27,36402
Sul,PR,casosNovos,28,32910
Sul,PR,casosNovos,29,13660
Sul,PR,casosNovos,52,1308
Sul,PR,obitosNovos,1,46
Sul,PR,obitosNovos,2,38
Sul,PR,obitosNovos,3,102
Sul,PR,obitosNovos,4,406
Sul,PR,obitosNovos,5,476
Sul,PR,obitosNovos,6,640
Sul,PR,obitosNovos,7,594
Sul,PR,obitosNovos,8,482
Sul,PR,obitosNovos,9,386
Sul,PR,obitosNovos,10,362
Sul,PR,obitosNovos,11,290
Sul,PR,obitosNovos,12,188
Sul,PR,obitosNovos,13,78
Sul,PR,obitosNovos,14,90
Sul,PR,obitosNovos,15,114
Sul,PR,obitosNovos,16,80
Sul,PR,obitosNovos,17,52
Sul,PR,obitosNovos,18,78
Sul,PR,obitosNovos,19,102
Sul,PR,obitosNovos,20,112
Sul,PR,obitosNovos,21,140
Sul,PR,obitosNovos,22,164
Sul,PR,obitosNovos,23,148
Sul,PR,obitosNovos,24,104
Sul,PR,obitosNovos,25,252
Sul,PR,obitosNovos,26,334
Sul,PR,obitosNovos,27,424
Sul,PR,obitosNovos,28,372
Sul,PR,obitosNovos,29,168
Sul,PR,obitosNovos,52,0
Sul,RS,casosNovos,1,45824
Sul,RS,casosNovos,2,103716
Sul,RS,casosNovos,3,217422
Sul,RS,casosNovos,4,247200
Sul,RS,casosNovos,5,218694
Sul,RS,casosNovos,6,178284
Sul,RS,casosNovos,7,159218
Sul,RS,casosNovos,8,119328
Sul,RS,casosNovos,9,63216
Sul,RS,casosNovos,10,63670
Sul,RS,casosNovos,11,48378
Sul,RS,casosNovos,12,46710
Sul,RS,casosNovos,13,35388
Sul,RS,casosNovos,14,31942
Sul,RS,casosNovos,15,24496
Sul,RS,casosNovos,16,26056
Sul,RS,casosNovos,17,30022
Sul,RS,casosNovos,18,33198
Sul,RS,casosNovos,19,46462
Sul,RS,casosNovos,20,32390
Sul,RS,casosNovos,21,66396
Sul,RS,casosNovos,22,61676
Sul,RS,casosNovos,23,57258
Sul,RS,casosNovos,24,42538
Sul,RS,casosNovos,25,50110
Sul,RS,casosNovos,26,46296
Sul,RS,casosNovos,27,46878
Sul,RS,casosNovos,28,45482
Sul,RS,casosNovos,29,19872
Sul,RS,casosNovos,52,0
Sul,RS,obitosNovos,1,74
Sul,RS,obitosNovos,2,80
Sul,RS,obitosNovos,3,228
Sul,RS,obitosNovos,4,436
Sul,RS,obitosNovos,5,616
Sul,RS,obitosNovos,6,810
Sul,RS,obitosNovos,7,632
Sul,RS,obitosNovos,8,754
Sul,RS,obitosNovos,9,458
Sul,RS,obitosNovos,10,440
Sul,RS,obitosNovos,11,334
Sul,RS,obitosNovos,12,220
Sul,RS,obitosNovos,13,202
Sul,RS,obitosNovos,14,138
Sul,RS,obitosNovos,15,100
Sul,RS,obitosNovos,16,98
Sul,RS,obitosNovos,17,80
Sul,RS,obitosNovos,18,80
Sul,RS,obitosNovos,19,98
Sul,RS,obitosNovos,20,116
Sul,RS,obitosNovos,21,98
Sul,RS,obitosNovos,22,150
Sul,RS,obitosNovos,23,322
Sul,RS,obitosNovos,24,224
Sul,RS,obitosNovos,25,256
Sul,RS,obitosNovos,26,182
Sul,RS,obitosNovos,27,254
Sul,RS,obitosNovos,28,204
Sul,RS,obitosNovos,29,94
Sul,RS,obitosNovos,52,0
Sul,SC,casosNovos,1,34674
Sul,SC,casosNovos,2,75300
Sul,SC,casosNovos,3,125290
Sul,SC,casosNovos,4,148488
Sul,SC,casosNovos,5,122246
Sul,SC,casosNovos,6,95436
Sul,SC,casosNovos,7,77844
Sul,SC,casosNovos,8,59612
Sul,SC,casosNovos,9,36176
Sul,SC,casosNovos,10,31404
Sul,SC,casosNovos,11,26290
Sul,SC,casosNovos,12,21440
Sul,SC,casosNovos,13,15290
Sul,SC,casosNovos,14,12458
Sul,SC,casosNovos,15,13748
Sul,SC,casosNovos,16,11050
Sul,SC,casosNovos,17,12066
Sul,SC,casosNovos,18,12872
Sul,SC,casosNovos,19,16692
Sul,SC,casosNovos,20,12614
Sul,SC,casosNovos,21,26020
Sul,SC,casosNovos,22,25750
Sul,SC,casosNovos,23,24166
Sul,SC,casosNovos,24,19174
Sul,SC,casosNovos,25,25936
Sul,SC,casosNovos,26,25198
Sul,SC,casosNovos,27,23470
Sul,SC,casosNovos,28,24424
Sul,SC,casosNovos,29,8920
Sul,SC,casosNovos,52,670
Sul,SC,obitosNovos,1,72
Sul,SC,obitosNovos,2,88
Sul,SC,obitosNovos,3,186
Sul,SC,obitosNovos,4,362
Sul,SC,obitosNovos,5,444
Sul,SC,obitosNovos,6,414
Sul,SC,obitosNovos,7,416
Sul,SC,obitosNovos,8,336
Sul,SC,obitosNovos,9,208
Sul,SC,obitosNovos,10,206
Sul,SC,obitosNovos,11,124
Sul,SC,obitosNovos,12,64
Sul,SC,obitosNovos,13,42
Sul,SC,obitosNovos,14,66
Sul,SC,obitosNovos,15,40
Sul,SC,obitosNovos,16,38
Sul,SC,obitosNovos,17,70
Sul,SC,obitosNovos,18,14
Sul,SC,obitosNovos,19,46
Sul,SC,obitosNovos,20,18
Sul,SC,obitosNovos,21,56
Sul,SC,obitosNovos,22,50
Sul,SC,obitosNovos,23,76
Sul,SC,obitosNovos,24,52
Sul,SC,obitosNovos,25,96
Sul,SC,obitosNovos,26,132
Sul,SC,obitosNovos,27,90
Sul,SC,obitosNovos,28,106
Sul,SC,obitosNovos,29,56
Sul,SC,obitosNovos,52,4
